This column has important keywords, like level name, intro, deaths, end. And alt version for platforms alt-c64 alt-speccy alt-amiga alt-atari (default is CPC with no tag, alt must be after)	Comment (give about about the context of the sentence)	Original french text	Translation ENGLISH	Initial of translator	Word check. Should be less than 168	Translation SPANISH	Initial of translator	Word check. Should be less than 168	Translation ITALIAN	Initial of translator	Word check. Should be less than 168	Translation GREEK	Initial of translator	Word check. Should be less than 168	Translation GERMAN	Initial of translator	Word check. <168	Translation POLISH	Initial of translator	Word check. <168	no
		NOOOON. Une sorte de lame sur le côté droit. J'ai pas pu l'éviter. Elle m'a coupé en deux. Je tombe en bas en plusieurs morceaux. Beurk Sashimi de ninja.	NOOOO! A kind of blade on the right side. I couldn’t avoid it.\n It cut me in half.\n I fall down into several pieces.\n Yuck, ninja Sashimi.	CLIVE CK	141	NOOOO. Una especie de cuchillo en el lado derecho. No pudo evitarla. Me corta por la mitad. Caigo abajo en varios pedazos. Burp, Sashimi de ninja.	miguelsky robcfg trocoloco	146	NOOOO! Una specie di lama spunta sul lato destro. Non ho potuto evitarla. Mi taglia a metà. Cado giù in vari pezzi. Sashimi di ninja... che schifo!	Mr. DVG	147	OXIIIIII. Υπήρχε μια λεπίδα στη δεξιά μεριά. Δεν μπόρεσα να την αποφύγω και με έκοψε στη μέση. Πέφτω κάτω κομματάκια. Μπλιαχ, κατέληξα νίντζα sashimi.	msg/SK	150	NEEEIN. Eine Klinge ragt aus der rechten Wand. Ich falle direkt auf sie drauf, und sie halbiert mich. Mjam, Ninja-Sashimi.	Yth	122	NIEEE! Trafiam na jakieś ostrze po prawej stronie. Przecina mnie na pół. Nie dałem rady tego uniknąć. Spadam w kawałkach. Fuj, Sashimi z ninja!	PS2 SP	143	NOOOON. En slags blad på høyre side. Jeg kunne ikke unngå det. Hun kuttet meg i to. Jeg faller ned i flere biter. Yuck Sashimi ninja.
		NON. Des sortes de griffes jaillissent de chaque côté du puits et me tailladent en morceaux. Ninja karupatcho. Ca veut dire Carpaccio de ninja !!!	NO. Some kind of claws shoot out from each side of the well and cut me to pieces. Ninja karupatcho.\n That means ninja carpaccio!!	CLIVE CK	130	NO. Una especie de garras salen de cada lado del pozo y me despedazan. Ninja karupatcho. ¡¡Significa Carpaccio de ninja!!	miguelsky robcfg trocoloco	121	NO! Delle cose simili ad artigli escono da ogni lato del pozzo e mi fanno a pezzi. Ninja karupatcho! Vuol dire carpaccio di ninja!!!	Mr. DVG	132	ΟΧΙ. Κάτι νύχια βγαίνουν από τις δυο πλευρές και με κάνουν κομματάκια. Έγινα νίντζα μπον φιλέ!!	msg/SK	95	NEIN. Beidseitig schnellen Krallen aus den Wänden und schneiden mich in Stückchen. Ninja Karupatcho. Also Ninja Carpaccio!	Yth	122	NIE. Ostrza szponów wystające z każdej strony studni tną mnie na kawałki. Tatar z ninja czy raczej składnik na mielone? Co wolisz?	PS2 SP	130	NEI. Slag av klør springe fra hver side av brønnen og hakke meg i stykker. Ninja karupatcho. Det betyr carpaccio ninja !!!
end		AHH NON. Une main squelettique m'attrape et m'arrache la tête. C'est Kyokotsu, l'esprit d'un homme noyé, qui cherche à se venger en tuant à son tour. Quel fumier !	AHH NO. A skeleton hand grabs me and tears my head off. It’s a Kyokotsu - the spirit of a drowned man, who seeks revenge by killing others. What a son of a bitch!	CLIVE CK	162	AHH NO. Una mano esquelética me agarra y me arranca la cabeza. Es Kyokotsu, el espíritu de un hombre ahogado que busca venganza matando a su vez. ¡Qué hijoputa!	miguelsky robcfg trocoloco	160	AHH NO! Una mano scheletrica mi afferra e mi stacca la testa. E'Kyokotsu, lo spirito di un uomo annegato che uccide per vendetta! Che figlio di puttana!	Mr. DVG	152	ΩΧ ΟΧΙ. Ένας σκελετός με αρπάζει και μου ξεσκίζει το κεφάλι. Είναι ένας Kyokotsu, το πνεύμα ενός άνδρα που τον έπνιξαν και ψάχνει εκδίκη--ση, σκοτώνοντας. Τι καριόλης!	msg/SK	167	AH NEIN. Eine Skeletthand packt mich und reißt mir den Kopf ab. Es ist Kyokotsu, der Geist eines Ertrunkenen, der aus Rache alle tötet. So ein Hurensohn!	Phoenix Yth	153	ACHH NIE! Koścista łapa chwyta mnie i urywa mi głowę. To KYOKOTSU, duch topielca, który szuka zemsty zabijając innych ludzi. Co za menda, no!	PS2 SP	141	AHH NO. En skjelett hånd griper meg og trekker hodet mitt. Dette er Kyokotsu, ånden av en druknet mann, som søker hevn drap etter tur. Hva gjødsel!
Level63		Original french text. Uppercases words appear in Yellow in game, so keep them uppercase. 	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.	add your initials in that cell		ROJO = Sin traducir ORANGE = Traducido Verde = traducido y verificado.	add your initials in that cell		ROSSO = Non tradotto ARANCIONE = Tradotto Verde = Tradotto e verificato.	add your initials in that cell		ΚΟΚΚΙΝΟ = Χωρίς μετάφραση ORANGE = Μεταφράστηκε Πράσινο = Μεταφρασμένη και επαλήθευσε.	add your initials in that cell		ROT = Nicht übersetzt ORANGE = Übersetzt Grün = übersetzt und verifiziert.	auto	74	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.		74	Original fransk tekst. Uppercases OPPLYSNINGER ord i gult i spillet, så hold 'em store bokstaver. 
intro	ninja arrive at end of pits, still falling, he need to use obejct to stop the fall. 	Le bas du puits débouche dans une immense salle. Je tombe assez vite, même si j'ai pu ralentir un peu ma chute en m'accrochant ici et là.	The bottom of the well\n opens into a huge room.\n I drop rather quickly, even though\n I did slow my fall a little by\n grabbing hold here and there.	CLIVE CK	150	El final del pozo desemboca en una enorme sala. Caigo bastante rápido, aunque freno un poco mi caída agarrándome aquí y allá.	miguelsky robcfg trocoloco	125	Il fondo del pozzo si apre in un'enorme stanza. Cado piuttosto rapidamente, ma sono riuscito a rallentare leggermente la caduta appendendomi qua e là!	Mr. DVG	150	Το κάτω μέρος του πηγαδιού οδηγεί σε ένα τεράστιο δωμάτιο. Πέφτω πολύ γρήγορα, ακόμα κι αν ανακόπτω κάπως την πτώση μου, στηριζόμενος εδώ κι εκεί.	msg/SK	146	Der untere Bereich des Brunnens öffnet sich zu einer Halle. Obwohl ich mich durch gelegentliches Festhalten abbremse, falle ich noch ziemlich schnell.	Yth	150	Dno studni prowadzi do obszernej sali. Spadam tam dość szybko, mimo że udało mi się spowolnić opadanie chwytając się wszystkiego po drodze.	PS3 SP	139	Bunnen av brønnen åpnes i et stort rom. Jeg faller raskt nok, selv om jeg kunne forsinke min høst henger her og der.
	"matos" is "material" means stuffs. "ca passe creme" is young french expression to say "all will be easy"	Pendant la chute, j'ai pu sortir du matos. J'ai les griffes de poing et le grappin. Ca va aller vite mais si on la joue fine ça peut passer crème.	During the fall, I was able to get out my gear. I have fist claws and a grapple. I'm moving quickly but if you're skillful I'll get\n a smooth landing.	CLIVE CK	151	Durante la caída, me pongo el equipo. Tengo el puño de garras y el garfio. Va a ser rápido pero si lo jugamos bien estará chupao.	miguelsky robcfg trocoloco	129	Durante la caduta ho recuperato della roba. Ho il pugno con gli artigli e il rampino. Andremo molto veloci, ma se giochi bene filerà tutto liscio.	Mr. DVG	146	Καθώς πέφτω, βγάζω τον εξοπλισμό μου. Έχω γάντια με νύχια και γάντζο. Πέφτω πολύ γρήγορα, αλλά, αν τα καταφέρεις, θα πέσω σαν πούπουλο. 	msg/SK	136	Ich kann im Fallen meinen Kram rausangeln: Faustkrallen und ein Greifhaken. Es muss schnell gehen, aber wenn Du geschickt bist, wird das eine cremige Sache.	Yth	156	Podczas opadania zdążyłem wyjąć swoje zabawki, czyli pazury nakła--dane na pięści i hak. Opadam szybko, ale jeśli wykażesz się zręcznością to wyląduję bez problemu.	PS2 SP	164	I løpet av høsten, jeg var i stand til å komme seg ut av gear. Jeg knyttneve klør og klo. Det vil gå fort, men hvis det blir spilt fint det kan gå krem.
		OUI. J'ai enfilé mes griffes de poing. Avec ça je peux planter mes mains dans des surfaces dures. Ca devrait ralentir encore ma chute. Je les plante où ?	YES. I put on my fist claws. With these I can stick my hands into hard surfaces. It should\n slow down my fall even more.\n Where do I plant them?	CLIVE CK	146	SÍ. Me pongo los puños de garras. Con esto puedo sujetarme en superficies duras. Esto debería ralentizar mi caída. ¿Dónde los clavo?	miguelsky robcfg trocoloco	132	SI`! Ho indossato i miei artigli. Con questi posso piantare le mani nelle superfici dure e sperare di rallentare ulteriormente la caduta. Dove li pianto?	Mr. DVG	153	ΝΑΙ. Φοραω τα γάντια με τα νύχια. Με αυτά μπορώ να καρφώνομαι σε σκληρές επιφάνειες. Αυτό θα μου ανακόψει πολύ την πτώση. Πού να τα καρφώσω;	msg/SK	140	JA. Ich lege meine Faustkrallen an. Die kann ich in harte Ober-\nflächen rammen, das sollte meinen Sturz noch mehr verlangsamen. Aber wohin soll ich sie stecken?	Yth	161	OKEJ. Zakładam metalowe pazury. Dzięki nim mogę próbować uczepić się twardych powierzchni. To powinno spowolnić moje opadanie. GDZIE po--winienem spróbować ich użyć?	PS2 SP2	165	JA. Jeg satte neven klør. Med det kan jeg synke mine hender i harde overflater. Det bør videre treg min høst. Jeg anlegget der?
		CA MARCHE. Au moment où j'arrive sur la fin du puits, je plante mes griffes dans la pierre. L'espace d'un moment, ma chute est stoppée. Et maintenant ?	IT WORKS. The moment I reach the bottom of the well, I stick my claws into the stone. For a\n moment, my fall is stopped.\n What do we do now?	CLIVE CK	142	ESTO MARCHA. En el momento en que llego al final del pozo, clavo mis garras en la piedra. Por un momento, mi caída se detiene. ¿Y ahora?	miguelsky robcfg trocoloco	136	FUNZIONA! Arrivato alla fine del pozzo, pianto i miei artigli nella pietra. Per un momento, la mia caduta si è arrestata. Che facciamo adesso?	Mr. DVG	142	ΛΕΙΤΟΥΡΓΕΙ. Με το που φτάνω στο τέλος του πηγαδιού, μπήγω τα νύχια στην πέτρα. Προς στιγμήν, η πτώση μου σταματάει. Τι κάνουμε τώρα;	msg/SK	132	ES KLAPPT. Sobald ich das Ende des Brunnens erreiche, stecke ich meine Krallen in den Stein. Für einen Moment wird mein Sturz gestoppt. Was tun wir jetzt?	Phoenix Yth	154	TO DZIAŁA. W ostatniej chwili spadania udaje mi się wbić pazury w kamienie i wyhamować. Co robimy dalej?	PS2 SP	104	DET FUNGERER. Da jeg kommer på slutten av brønnen, jeg plante mine klør inn i steinen. Løpet av et øyeblikk, var min fall stoppet. Og nå ?
	"vautrer" means "fall" (hard) and be hurt.	D'ACCORD. Je sors rapidement le grappin. J'ai juste une fraction de seconde pour le lancer. Choisis bien sinon je vais me vautrer !	OK. I’ll get the grapple out quickly. I only have a fraction\n of a second to throw it.\n Choose well or I’ll fall!	CLIVE CK	115	PERFECTO. Saco rápidamente el garfio. Sólo tengo una fracción de segundo para lanzarlo. ¡Elige bien o me voy a despanzurrar!	miguelsky robcfg trocoloco	124	D'ACCORDO! Tiro fuori rapidamente il rampino. Ho solo una frazione di secondo per lanciarlo. Scegli bene, altrimenti sprofonderò!	Mr. DVG	129	ΟΚ. Βγάζω γρήγορα τον γάντζο. Έχω μόνο ένα κλάσμα του δευτερολέπτου για να το ρίξω. Διάλεξε καλά, αλλιώς την πάτησα!	msg/SK	116	IN ORDNUNG. Ich mache schnell den Greifhaken bereit. Es bleibt nur der Bruchteil einer Sekunde, um ihn zu werfen. Wähle weise, oder ich stürze ab!	Yth	146	W PORZĄDKU. Szybko wyciągam chwytak. Mam tylko ułamek sekundy na działanie. Wybierz dobrze albo się ostro rozwalę!	PS2 SP	114	GREIT. Jeg raskt gå ut gripe. Jeg har bare et brøkdels sekund til lanseringen. Velger godt eller jeg vil velte!
		C'EST BON. Le grappin s'enroule sur la sorte de crochet qui est planté dans le haut de la voûte. Ma chute est déviée sur la gauche. Je vais pouvoir me récupérer...	IT'S GOOD! The grapple wraps on a kind of hook that is planted in the top of the vault. My fall is deflected to the left. I’ll be able to recover...	CLIVE CK	148	GENIAL. El garfio se engancha en una especie de gancho de la parte superior de la bóveda. Mi caída se desvía a la izquierda. A ver si puedo recuperarme...	miguelsky robcfg trocoloco	154	E`BUONO! Il rampino si avvolge su una specie di gancio piantato nella parte superiore della volta. La mia caduta devìa a sinistra. Ora posso rallentare...	Mr. DVG	154	ΚΑΛΩΣ. Ο γάντζος τυλίγεται σε ένα καλό στήριγμα ψηλά. Καθώς πέφτω, αναπηδάω προς τα αριστερά, αλλά θα μπορέσω να ισορροπήσω...	msg/SK	126	DAS IST GUT. Der Greifer wickelt sich um einen Haken, der oben im Gewölbe sitzt. Mein Sturz wird nach links abgelenkt. Ich werde mich erholen können...	Phoenix Yth	151	JEST DOBRZE. Chwytak zaczepia się na jakimś haczyku, który jest wbity w górną części stropu. Opadam odchylony w lewo, ale dam radę wyjść z tego cało...	PS3 SP2	151	DET ER BRA. Grip er viklet på den type krok som er plantet i toppen av buen. Min fall blir avbøyd til venstre. Jeg kommer til å få meg ...
		OK. Je tape un peu vite le mur mais il y a une sorte de barre d'échelle sur laquelle je peux me tenir. Je vais avoir des bleus je pense mais je suis vivant.	Okay. I hit the wall a little fast, but there’s a sort-of ladder bar I can stand on. I’m gonna get bruises, I think, but I’m alive.	CLIVE CK	131	VALE. Me golpeo contra la pared un poco rápido, pero hay una especie de barandilla a la que me puedo agarrar. Creo que tengo algunos moratones, pero estoy vivo.	miguelsky robcfg trocoloco	160	OK! Ho colpito il muro troppo in fretta, ma c'è una specie di scala su cui posso stare. Avrò dei lividi, ma sono vivo!	Mr. DVG	118	Εντάξει. Χτυπάω τον τοίχο γρήγο--ρα, αλλά βρίσκω μια μπάρα από σκά--λα, πάνω στην οποία μπορώ να στηρι--χτώ. Θα αποκτήσω μελανιές, νομίζω, αλλά είμαι ακόμα ζωντανός.	msg/SK	165	OK. Ich stoße etwas zu schnell gegen die Wand, kann hier aber auf einer Art Leiter stehen. Das wird wohl blaue Flecken geben, aber ich lebe.	Yth	140	OKEJ. Uderzam trochę szybko w ścianę, ale łapię się przy okazji jakiejś drabiny, na której mogę się utrzymać. Będę miał siniaki, ale co tam! Przeżyję.	PS3 SP2	150	GREIT. Jeg skriver litt raskere veggen, men det er en slags målestokk på hvor jeg kan stå. Jeg har blåmerker, men jeg tror jeg er i live.
		La salle est assez grande, c'est plus prudent de descendre doucement oui. J'attrape cette seconde barre, qui m'arrête ENFIN dans cette chute infernale.	The room is high enough, so it's more prudent to go down gently. I catch this second bar, which FINALLY stops this infernal fall.	CLIVE CK	129	La sala es bastante grande, es más prudente bajar despacio. Agarro una segunda barandilla, que FINALMENTE me detiene en esta caída infernal.	miguelsky robcfg trocoloco	140	La sala è abbastanza grande, è più prudente scendere dolcemente. Afferro questa seconda barra, che FINALMENTE mi ferma in questa caduta infernale!	Mr. DVG	146	Το δωμάτιο είναι αρκετά μεγάλο, θα ήταν πιο σοφό να κατέβω αργά, ναι. Πιάνω τη δεύτερη μπάρα, που ΕΠΙΤΕΛΟΥΣ σταματάει τη διαβολεμένη πτώση.	msg/SK	139	Die Halle ist recht hoch. Es ist sicherer, langsam nach unten zu klettern. Ich schnappe mir die nächste Sprosse. Dieser infernale Sturz ist ENDLICH zuende.	Yth	155	Sala jest na tyle wysoka, że rozważniej jest opadać jak najspo--kojniej. Tak. Łapię ten POPRZECZNY ELEMENT, który wreszcie zatrzymuje mnie w tym piekielnym spadaniu.	PS3 SP2	165	Rommet er stort nok, det er tryggere forsiktig ned ja. Jeg tar denne andre bar som stopper meg i denne helvetes ENDELIG falle.
	aliexpress is website to order chinese cheap things. Same as alibaba	BRAVO. Un dernier saut sûr et me voici sain et sauf sur le sol. La vache, j'y croyais presque plus là. Je te commanderai une médaille sur Aliexpress !!!!	BRAVO. One last jump and here I am, safe on the ground. Fuckwit - you almost impressed me there. I’ll order you a medal on Aliexpress!	CLIVE CK	134	BRAVO. Un último salto seguro y termino sano y salvo en el suelo. Rediós, creía que no lo contaba. ¡¡Te compraré una medalla en Aliexpress!!	miguelsky robcfg trocoloco	140	BRAVO! Un ultimo salto preciso e atterro sano e salvo. Porca vacca! Non ci credevo quasi più. Ti ordinerò una medaglia su Aliexpress!	Mr. DVG	133	ΜΠΡΑΒΟ. Ένα μελετημένο τελευταίο άλμα και να μαι ασφαλής στο έδα--φος. Μάγκα μου, δεν το πιστεύω οτι τα κατάφερες. Θα σου παραγγείλω ένα μετάλλιο από το Aliexpress!!	msg/SK	165	BRAVO. Ein letzter Sprung und ich lande gesund und munter auf dem Boden. Daran habe ich kaum mehr geglaubt. Ich sollte Dir bei AliExpress eine Medaille ordern!	Yth	159	BRAWO. Ostatni skok i bezpiecz--nie i cało ląduję na podłodze. Kurde, prawie mi zaimponowałeś swym działaniem. Chyba zamówię Ci me--dal na AliExpress, he, he!	PS2 SP	158	BRA GJORT. En siste hopp trygg og sunn, og her er jeg, unntatt på gulvet. Kua, jeg trodde nesten borte. Jeg befaler deg en medalje på AliExpress !!!!
		Il me faut quelques minutes pour reprendre mes esprits. Je suis dans une sorte de grande crypte. Il y a un passage par là-bas. On continue !!	I need a few minutes to come to my senses. I'm in a kind of big crypt. There is a passage over there. We continue!	CLIVE CK	114	Necesito unos minutos para recuperar el resuello. Estoy en una especie de enome cripta. Hay un pasadizo por allí. ¡Vamos!	miguelsky robcfg trocoloco	121	Mi ci vuole qualche minuto per riprendermi. Sono in una specie di grande cripta. C'è un passaggio laggiù. Andiamo!	Mr. DVG	114	Θέλω μερικά λεπτά να συνέλθω. Είμαι σε κάτι σα μεγάλη κρύπτη. Έχει ένα πέρασμα από εκεί. Συνεχίζουμε!	msg/SK	101	Ich brauche ein paar Minuten, um wieder klar zu kommen. Dies ist so was wie eine große Krypta. Dort drüben ist eine Passage. Machen wir weiter!	Phoenix Yth	143	Trochę czasu mi zabiera, żeby znowu zebrać myśli. Jestem chyba w jakiejś dużej kryptcie... Tak. O! Widzę tam jakieś przejście!!! Kontynuujemy!	PS3 SP2	142	Det tar meg tid til å samle tankene mine. Jeg er i en slags stor krypten. Det er et veikryss der. Vi fortsetter !!
